vehicle_id,title,description,link,image_link,make,model,year,mileage.value,mileage.unit,body_style,exterior_color,state_of_vehicle,price,currency,address,latitude,longitude,offer_type,amount_price,amount_qualifier,fuel_type,transmission,drivetrain
VXKKAHPYXT6019928,Grandland Gs · od 1830 PLN/mies.,Opel Grandland Gs · Rata od 1830 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpyxt6019928/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPYXT6019928_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Miedziany Impakt,New,177500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1830 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY2T6014108,Grandland Gs · od 1815 PLN/mies.,Opel Grandland Gs · Rata od 1815 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy2t6014108/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY2T6014108_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Srebrny Kristall,New,176100 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1815 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPYXT6029360,Grandland Gs · od 1678 PLN/mies.,Opel Grandland Gs · Rata od 1678 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpyxt6029360/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPYXT6029360_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Szary Grafik,New,162700 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1678 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY2T6029353,Grandland Gs · od 1678 PLN/mies.,Opel Grandland Gs · Rata od 1678 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy2t6029353/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY2T6029353_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Szary Grafik,New,162700 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1678 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY3T6027790,Grandland Gs · od 1678 PLN/mies.,Opel Grandland Gs · Rata od 1678 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy3t6027790/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY3T6027790_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Czarny Karbon,New,162700 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1678 PLN,per month,Hybrid,Automatic,FWD
VXKKAHPY1T6029988,Grandland Gs · od 1678 PLN/mies.,Opel Grandland Gs · Rata od 1678 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/grandland/vxkkahpy1t6029988/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKKAHPY1T6029988_clean.jpg,Opel,Grandland,2024,0,KM,SUV,Bialy Arktis,New,162700 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1678 PLN,per month,Hybrid,Automatic,FWD
W0VEDYHZ3TJ819794,Combo Mpv Edition Plus · od 2083 PLN/mies.,Opel Combo Mpv Edition Plus · Rata od 2083 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/combo-mpv/w0vedyhz3tj819794/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/W0VEDYHZ3TJ819794_clean.jpg,Opel,Combo Mpv,2024,0,KM,SUV,Zielony Sirkka,New,149532 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,2083 PLN,per month,Diesel,Automatic,FWD
VXKFRHPYXT1016356,Astra Ultimate · od 1613 PLN/mies.,Opel Astra Ultimate · Rata od 1613 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/astra/vxkfrhpyxt1016356/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKFRHPYXT1016356_clean.jpg,Opel,Astra,2024,0,KM,SUV,Zielony Klover,New,156400 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1613 PLN,per month,Hybrid,Automatic,FWD
W0VEBYHP3TJ704584,Combo Life Gs · od 1941 PLN/mies.,Opel Combo Life Gs · Rata od 1941 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/combo-life/w0vebyhp3tj704584/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/W0VEBYHP3TJ704584_clean.jpg,Opel,Combo Life,2024,0,KM,SUV,Niebieski Kiama,New,139300 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1941 PLN,per month,Diesel,Manual,FWD
VXKUSHPY0TW045203,Mokka Business Edition · od 1266 PLN/mies.,Opel Mokka Business Edition · Rata od 1266 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy0tw045203/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY0TW045203_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Szary Kontrast,New,122500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1266 PLN,per month,Hybrid,Automatic,FWD
VXKUSHPY8TW045207,Mokka Business Edition · od 1266 PLN/mies.,Opel Mokka Business Edition · Rata od 1266 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy8tw045207/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY8TW045207_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Szary Kontrast,New,122500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1266 PLN,per month,Hybrid,Automatic,FWD
VXKUSHPY4TW045205,Mokka Business Edition · od 1266 PLN/mies.,Opel Mokka Business Edition · Rata od 1266 PLN netto/mies. · Leasing B2B · Warszawa · Sprawdź ofertę!,https://sklep.opel.pl/produkt/mokka/vxkushpy4tw045205/,https://raw.githubusercontent.com/Andy11001/-alfa-inventory/master/data/images/VXKUSHPY4TW045205_clean.jpg,Opel,Mokka,2024,0,KM,SUV,Szary Kontrast,New,122500 PLN,PLN,"{""addr1"": ""AL. KRAKOWSKA 206"", ""city"": ""WARSZAWA"", ""region"": ""MAZOWIECKIE"", ""country"": ""PL""}",52.2084,20.9412,LEASE,1266 PLN,per month,Hybrid,Automatic,FWD
